,year,parent_name,cmpy,newid,Ucmpy,score,gvkey
21087,2000,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21088,2001,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21089,2002,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21090,2003,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21091,2004,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21092,2005,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21093,2006,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21094,2007,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21095,2008,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21096,2009,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21097,2010,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21098,2011,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21099,2012,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21100,2013,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21101,2014,STANLEY BLACK & DECKER,STANLEYBLACKDECKER,10115,STANLEYBLACKDECKER,1,10016
21102,1987,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21103,1988,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21104,1989,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21105,1990,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21106,1991,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21107,1992,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21108,1993,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21109,1994,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21110,1995,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21111,1996,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21112,1997,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21113,1998,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21114,1999,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21115,2000,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21116,2001,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21117,2002,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21118,2003,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21119,2004,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21120,2005,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21121,2006,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21122,2007,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21123,2008,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21124,2009,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21125,2010,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21126,2011,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21127,2012,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21128,2013,STANLEY FURNITURE CO,STANLEYFURNITURE,10117,STANLEYFURNITURE,1,25923
21129,1988,STANT USA,STANT,10119,STANT,1,28636
21130,1988,STANT CORP,STANT,10119,STANT,1,28636
21131,1989,STANT CORP,STANT,10119,STANT,1,28636
21132,1989,STANT USA,STANT,10119,STANT,1,28636
21133,1990,STANT USA,STANT,10119,STANT,1,28636
21134,1990,STANT CORP,STANT,10119,STANT,1,28636
21135,1991,STANT USA,STANT,10119,STANT,1,28636
21136,1991,STANT CORP,STANT,10119,STANT,1,28636
21137,1992,STANT CORP,STANT,10119,STANT,1,28636
21138,1992,STANT USA,STANT,10119,STANT,1,28636
21139,1993,STANT USA,STANT,10119,STANT,1,28636
21140,1993,STANT CORP,STANT,10119,STANT,1,28636
21141,1994,STANT CORP,STANT,10119,STANT,1,28636
21142,1994,STANT USA,STANT,10119,STANT,1,28636
21143,1995,STANT CORP,STANT,10119,STANT,1,28636
21144,1996,STANT CORP,STANT,10119,STANT,1,28636
21145,1996,STANT USA,STANT,10119,STANT,1,28636
21146,1998,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21147,1999,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21148,2000,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21149,2001,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21150,2002,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21151,2003,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21152,2004,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21153,2005,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21154,2006,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21155,2007,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21156,2008,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21157,2009,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21158,2010,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21159,2011,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21160,2012,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21161,2013,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21162,2014,STAR GAS PARTNERS LP,STARGASPARTNERS,10124,STARGASPARTNERS,1,61735
21163,1995,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21164,1996,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21165,1997,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21166,1998,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21167,1999,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21168,2000,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21169,2001,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21170,2002,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21171,2003,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21172,2004,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21173,2005,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21174,2006,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21175,2007,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21176,2008,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21177,2009,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21178,2010,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21179,2011,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21180,2012,STEELCASE INC,STEELCASE,10141,STEELCASE,1,66290
21181,1995,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21182,1996,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21183,1996,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21184,1997,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21185,1997,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21186,1998,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21187,1998,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21188,1999,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21189,1999,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21190,2000,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21191,2000,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21192,2001,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21193,2001,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21194,2002,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21195,2002,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21196,2003,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21197,2003,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21198,2004,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21199,2004,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21200,2005,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21201,2005,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21202,2006,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21203,2006,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21204,2007,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21205,2007,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21206,2008,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21207,2008,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21208,2009,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21209,2009,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21210,2010,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21211,2010,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21212,2011,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21213,2011,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21214,2012,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21215,2012,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21216,2013,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21217,2013,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21218,2014,STEEL DYNAMICS INC.,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21219,2014,STEEL DYNAMICS INC,STEELDYNAMICS,10143,STEELDYNAMICS,1,64030
21220,1994,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21221,1994,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21222,1995,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21223,1995,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21224,1996,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21225,1996,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21226,1997,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21227,1997,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21228,1998,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21229,1998,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21230,1999,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21231,1999,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21232,2000,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21233,2000,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21234,2001,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21235,2001,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21236,2002,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21237,2003,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21238,2004,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21239,2004,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21240,2005,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21241,2005,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21242,2006,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21243,2006,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21244,2007,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21245,2007,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21246,2008,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21247,2008,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21248,2009,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21249,2009,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21250,2010,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21251,2010,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21252,2011,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21253,2011,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21254,2012,STEINWAY MUSICAL INSTRUMENTS,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21255,2012,STEINWAY MUSICAL INSTRUMENTS INC,STEINWAYMUSICALINSTR,10152,STEINWAYMUSICALINSTRS,1,63424
21256,1987,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21257,1988,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21258,1989,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21259,1990,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21260,1991,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21261,1992,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21262,1993,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21263,1994,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21264,1995,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21265,1996,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21266,1997,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21267,1998,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21268,1999,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21269,2000,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21270,2001,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21271,2002,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21272,2003,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21273,2004,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21274,2005,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21275,2006,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21276,2007,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21277,2008,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21278,2009,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21279,2010,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21280,2011,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21281,2012,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21282,2013,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21283,2014,STEPAN CO,STEPAN,10160,STEPAN,1,10056
21284,1998,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21285,1999,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21286,2000,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21287,2001,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21288,2002,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21289,2003,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21290,2004,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21291,2005,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21292,2006,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21293,2007,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21294,2008,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21295,2009,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21296,2010,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21297,2011,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21298,2012,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21299,2013,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21300,2014,STERICYCLE,STERICYCLE,10161,STERICYCLE,1,63527
21301,1995,STERLING CHEMICALS INC,STERLINGCHEM,10167,STERLINGCHEM,1,14885
21302,1996,STERLING CHEMICALS INC,STERLINGCHEM,10167,STERLINGCHEM,1,14885
21303,1997,STERLING CHEMICALS INC,STERLINGCHEM,10167,STERLINGCHEM,1,14885
21304,1993,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21305,1994,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21306,1995,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21307,1996,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21308,1997,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21309,1998,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21310,1999,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21311,2000,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21312,2001,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21313,2002,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21314,2003,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21315,2004,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21316,2005,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21317,2006,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21318,2007,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21319,2008,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21320,2009,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21321,2010,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21322,2011,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21323,2012,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21324,2013,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21325,2014,STILLWATER MINING CO,STILLWATERMINING,10181,STILLWATERMINING,1,31203
21326,1987,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21327,1988,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21328,1995,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21329,1996,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21330,1997,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21331,1999,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21332,2000,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21333,2001,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21334,2002,ST JUDE MEDICAL,STJUDEMED,10188,STJUDEMED,1,9372
21335,2008,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21336,2009,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21337,2010,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21338,2011,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21339,2011,ST. JUDE MEDICAL INC.,STJUDEMED,10188,STJUDEMED,1,9372
21340,2012,ST. JUDE MEDICAL INC.,STJUDEMED,10188,STJUDEMED,1,9372
21341,2012,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21342,2013,ST. JUDE MEDICAL INC.,STJUDEMED,10188,STJUDEMED,1,9372
21343,2013,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21344,2014,ST. JUDE MEDICAL INC.,STJUDEMED,10188,STJUDEMED,1,9372
21345,2014,ST JUDE MEDICAL INC,STJUDEMED,10188,STJUDEMED,1,9372
21346,1987,ST LOUIS STEEL CASTING INC,STLOUISSTEELCASTING,10191,STLOUISSTEELCASTING,1,9379
21347,1988,ST LOUIS STEEL CASTING INC,STLOUISSTEELCASTING,10191,STLOUISSTEELCASTING,1,9379
21348,1989,ST LOUIS STEEL CASTING INC,STLOUISSTEELCASTING,10191,STLOUISSTEELCASTING,1,9379
21349,1991,ST LOUIS STEEL CASTING INC,STLOUISSTEELCASTING,10191,STLOUISSTEELCASTING,1,9379
21350,1987,STOKELY USA INC,STOKELY,10202,STOKELY,1,12201
21351,1988,STOKELY USA INC,STOKELY,10202,STOKELY,1,12201
21352,1987,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21353,1988,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21354,1989,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21355,1990,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21356,1991,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21357,1992,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21358,1993,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21359,1994,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21360,1995,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21361,1996,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21362,1997,STONE CONTAINER CORP,STONECONTAINER,10206,STONECONTAINER,1,10093
21363,1995,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21364,1996,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21365,1997,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21366,2003,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21367,2004,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21368,2005,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21369,2006,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21370,2007,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21371,2008,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21372,2009,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21373,2010,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21374,2011,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21375,2012,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21376,2013,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21377,2014,STONERIDGE INC,STONERIDGE,10208,STONERIDGE,1,65590
21378,1987,STORAGE TECH CORP,STORAGETECH,10213,STORAGETECHCP,1,10097
21379,1988,STORAGE TECH CORP,STORAGETECH,10213,STORAGETECHCP,1,10097
21380,1989,STORAGE TECH CORP,STORAGETECH,10213,STORAGETECHCP,1,10097
